,id_x,type,startTime,endTime,duration,success,failure,parent,next,previous,object_acted_on,object_type,bodyPartsUsed,arm,grasp,effort,id_y,action_task_id,t_x,t_y,t_z,q_x,q_y,q_z,q_w,information
4,Action_FVLKIWDS,Grasping,1600347519.8545465,1600347520.7035213,0.8489747047424316,True,,Action_NZMKSCIL,,,,,,,,,4,Action_FVLKIWDS,0.3565651257832845,-0.7499348958333333,3.814697266402156e-09,0.0,0.0,-0.1286787986755371,0.9916863441467284,Opening: IAI-FRIDGE-DOOR
0,Action_RWHXNFYB,Grasping,1600334883.1213307,1600334883.940902,0.8195712566375732,True,,Action_UDOWXPIT,,,,,,,,,0,Action_RWHXNFYB,0.39999961853027344,-0.4800000190734863,3.814697266402156e-09,0.0,0.0,-0.3703158497810364,0.9289059042930604,Opening: IAI-FRIDGE-DOOR
1,Action_LKZQEYWU,Grasping,1600334964.8974152,1600334965.718636,0.8212208747863771,True,,Action_UIVWRJYD,,,,,,,,,1,Action_LKZQEYWU,0.30761677424112954,-0.9546417872111004,3.814697266402156e-09,0.0,0.0,-0.2686575949192047,0.9632357358932496,Closing: IAI-FRIDGE-DOOR
4,Action_RFBOLEYW,Grasping,1600334884.2136304,1600334884.3898172,0.17618680000305176,True,,Action_UDOWXPIT,,,,, :RIGHT,,,,4,Action_RFBOLEYW,0.39999961853027344,-0.4800000190734863,3.814697266402156e-09,0.0,0.0,-0.3703158497810364,0.9289059042930604,Opening: IAI-FRIDGE-DOOR
3,Action_NPSVMRZT,Grasping,1600368807.8985958,1600368808.7058473,0.8072514533996582,True,,Action_PBHLUNGK,,,,,,,,,3,Action_NPSVMRZT,0.5999998728434245,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.41905808448791504,0.9079594016075134,Opening: IAI-FRIDGE-DOOR
4,Action_MZOWNEGK,Grasping,1600368808.857128,1600368809.0538342,0.19670629501342773,True,,Action_PBHLUNGK,,,,, :RIGHT,,,,4,Action_MZOWNEGK,0.5999998728434245,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.41905808448791504,0.9079594016075134,Opening: IAI-FRIDGE-DOOR
1,Action_VZTWBPJI,Grasping,1600346642.620868,1600346643.7025826,1.0817146301269531,True,,Action_YRMLBZSD,,,,,,,,,1,Action_VZTWBPJI,0.4460416158040365,-0.9590704600016275,3.814697266402156e-09,0.0,0.0,-0.3059572577476501,0.9520452618598938,Closing: IAI-FRIDGE-DOOR
6,Action_OVYQHPJG,Grasping,1600346480.0276318,1600346481.0215614,0.9939296245574952,True,,Action_QDXWCVNO,,,,,,,,,6,Action_OVYQHPJG,0.5999998728434245,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.41905808448791504,0.9079594016075134,Opening: IAI-FRIDGE-DOOR
10,Action_EWNLQMOX,Grasping,1600346481.2414289,1600346481.5006142,0.2591850757598877,True,,Action_QDXWCVNO,,,,, :RIGHT,,,,10,Action_EWNLQMOX,0.5999998728434245,-0.5199999809265137,3.814697266402156e-09,0.0,0.0,-0.41905808448791504,0.9079594016075134,Opening: IAI-FRIDGE-DOOR
0,Action_QKZVPOEG,Grasping,1600366968.874056,1600366969.7361784,0.8621222972869873,True,,Action_SGCPYIQK,,,,,,,,,0,Action_QKZVPOEG,0.2799997329711914,-1.0,3.814697266402156e-09,0.0,0.0,-0.1472836136817932,0.9890943169593812,Closing: IAI-FRIDGE-DOOR
1,Action_BTIMZNUQ,Grasping,1600366906.3152332,1600366906.619696,0.3044626712799072,True,,Action_THQXFBDM,,,,, :RIGHT,,,,1,Action_BTIMZNUQ,0.36061350504557294,-0.7886189778645833,3.814697266402156e-09,0.0,0.0,-0.20759136974811554,0.9782156348228456,Opening: IAI-FRIDGE-DOOR
5,Action_OTEVDWLX,Grasping,1600366905.2511744,1600366906.0607662,0.8095917701721191,True,,Action_THQXFBDM,,,,,,,,,5,Action_OTEVDWLX,0.36061350504557294,-0.7886189778645833,3.814697266402156e-09,0.0,0.0,-0.20759136974811554,0.9782156348228456,Opening: IAI-FRIDGE-DOOR
